source;target;layer;year
517110;3316164;collab;2009
1200159;402341;collab;2001
3588144;2343768;collab;2007
7099167;10832690;collab;1996
897199;59042;collab;2000
3313779;361097;collab;2008
662803;1434215;collab;2007
731329;1461050;collab;2008
1826743;3397492;collab;2011
1200530;498071;collab;2004
688801;417545;collab;2001
2343319;1577208;collab;2007
3314520;2298592;collab;2011
1064414;1536874;collab;2004
10515446;419063;collab;1981
3635892;4689358;collab;2009
893694;993605;collab;2003
51449022;1745056;collab;2004
306815;83891;collab;2008
2530441;1409807;collab;2008
93400;625296;collab;2006
145518;1792373;collab;2003
1318073;1641947;collab;2006
196529;180240;collab;2011
755515;585496;collab;2005
10706025;605848;collab;2009
1691800;846634;collab;2009
1308570;2167811;collab;2000
379606;358124;collab;2005
3449684;1071941;collab;1979
3365278;13070376;collab;1998
3576684;54241689;collab;2008
3485488;47409019;collab;2011
283361;505697;collab;2009
613094;3537479;collab;2010
3832251;601959;collab;2011
3462420;1593506;collab;2005
1026865;2917734;collab;2009
795368;3549944;collab;2008
17902638;53761504;collab;2002
1128738;494965;collab;2009
543701;10517391;collab;1994
54253983;10517485;collab;1993
936378;2389295;collab;2004
1095257;1054731;collab;2002
48546293;1307643;collab;1987
3498000;12662440;collab;2008
2539048;3629694;collab;2009
846388;2295139;collab;1997
379385;53698797;collab;2008
624861;1455907;collab;1997
6822276;10517405;collab;1981
3626301;1109340;collab;2011
3317579;52560;collab;2002
53159713;179336;collab;2000
2167811;390956;collab;1997
441589;220129;collab;2007
150077;1498760;collab;2006
1243408;731329;collab;2004
1219483;1488310;collab;1992
1644999;26112;collab;2001
115555;417545;collab;2004
3629696;305047;collab;2010
9149894;6126190;collab;2011
419063;64290;collab;1981
1826743;3316959;collab;2011
13421357;54170929;collab;2009
3577492;724623;collab;2012
9431998;2696239;collab;2010
49939857;47548482;collab;1995
3571601;27742;collab;2007
3409131;2405870;collab;2006
954490;1780247;collab;2000
566838;2181032;collab;2010
305047;3618378;collab;2010
3629707;298115;collab;2008
105631;2497129;collab;1999
92804;1560592;collab;2001
53635840;402729;collab;2001
1026865;2262242;collab;2009
734167;3325711;collab;2009
3571627;2247005;collab;2007
698871;605848;collab;2004
867633;185676;collab;1989
3635892;3629713;collab;2009
3545991;755515;collab;2010
540819;10527234;collab;1988
489816;561596;collab;2002
40419563;54170929;collab;1998
520332;1200530;collab;2010
10572467;1354417;collab;2002
23709357;3518941;collab;2009
1548385;1818317;collab;1999
3629748;1902888;collab;2008
436123;2677845;collab;1997
10518122;419063;collab;1981
709570;1200530;collab;2006
1765874;6923352;collab;1999
1710746;755515;collab;2002
483299;1463145;collab;2000
1461050;3348166;collab;1988
489816;852431;collab;2002
3841503;616265;collab;2011
1990966;498250;collab;2001
624861;3129332;collab;2001
619732;53761504;collab;2006
875189;1710871;collab;2005
974990;1765874;collab;2008
494965;22939480;collab;2004
1053557;1025204;collab;2003
20544;1993470;collab;2006
2167811;498250;collab;1995
115298;688801;collab;2006
5730;1117178;collab;2003
1902888;1780247;collab;2003
1536874;80674;collab;2000
1548517;52787185;collab;1990
140972;1194029;collab;1997
898125;18046451;collab;2003
177276;257916;collab;2004
1434836;601959;collab;2007
1852445;1054280;collab;2003
55781627;918710;collab;2011
1295372;1628808;collab;1984
259224;1548385;collab;2006
133710;1456480;collab;2005
1536123;51599466;collab;2010
40422583;248041;collab;1998
351168;2702206;collab;2007
53591624;2689917;collab;2011
22304884;3365481;collab;1985
13070376;54241689;collab;1997
40421116;7817502;collab;1996
1200530;630735;collab;2004
127219;2298592;collab;2008
1786377;773154;collab;2002
740002;237904;collab;2009
244289;192481;collab;2007
565385;114000;collab;1981
1633442;15534;collab;2000
1499701;709570;collab;2007
1176515;656900;collab;2011
1095257;422286;collab;2003
3365472;632279;collab;1990
563443;56540832;collab;2008
18557017;21966360;collab;1987
1818317;10555029;collab;1998
678043;2126906;collab;2010
1370132;459308;collab;2001
494965;1142659;collab;2007
1199500;1109340;collab;2005
543701;1429782;collab;1984
1520745;498071;collab;2004
2149865;53698797;collab;2011
3832289;3629682;collab;2009
1769228;7367383;collab;2001
5730;846388;collab;2001
1185759;981847;collab;2009
97170;227307;collab;2003
1570792;856095;collab;2008
52780717;3516242;collab;2009
275506;1993470;collab;1993
1819604;51599466;collab;2012
3618381;2696239;collab;2010
10521580;1109340;collab;2004
3377414;2017504;collab;2001
704751;3348354;collab;2008
416961;1117178;collab;2010
817180;278588;collab;2011
2263719;181077;collab;2000
385931;1265522;collab;2000
51602978;674550;collab;2000
1310109;2484380;collab;2001
3571631;1522013;collab;2011
3507709;3500215;collab;2008
1493033;56830108;collab;2007
13205983;1456480;collab;2011
1048896;12704254;collab;2002
10879335;2004084;collab;2009
2320964;1276849;collab;2011
2002962;53307089;collab;2009
3561475;1500881;collab;2008
851440;1818317;collab;1997
388608;237743;collab;2005
489816;1370132;collab;2000
3823153;1434836;collab;2009
42138;1200159;collab;2007
1269985;1094428;collab;2004
1464329;560420;collab;2009
9140986;3829659;collab;2011
522060;18557017;collab;1991
840008;625296;collab;2003
48044150;1213304;collab;1978
10528304;10223632;collab;2002
75773;52276208;collab;2001
846388;275506;collab;1997
1786377;26112;collab;2005
236800;115555;collab;1999
651512;12518928;collab;2010
3552786;51449022;collab;2008
1243408;561063;collab;2004
18046451;84674;collab;2000
40067;755515;collab;2010
145518;1417835;collab;2008
1199500;608369;collab;2005
676309;21997;collab;2009
316837;22304884;collab;2003
734572;417545;collab;2001
1123088;2335802;collab;2009
47554432;3365308;collab;2009
125865;402729;collab;2003
3186132;3549953;collab;2006
10527234;1902888;collab;1987
1819604;1399202;collab;2009
1818317;1004199;collab;2000
10832690;53159713;collab;1999
524131;51599466;collab;2010
53307089;257916;collab;2008
3516409;1108242;collab;2010
3365400;1310109;collab;2002
1176051;80674;collab;1997
1805173;51670;collab;2009
1973531;341294;collab;2003
3101381;2421538;collab;1993
3312548;52290693;collab;2001
3439731;47527854;collab;2008
98177;755550;collab;1987
725620;1765874;collab;2001
1200159;209615;collab;1997
20544;10832690;collab;2008
794527;377690;collab;2007
438079;50690527;collab;2009
317067;49740233;collab;2002
1123088;409393;collab;1996
509373;795368;collab;2011
298115;53307089;collab;2006
1356251;13070376;collab;2009
250094;436123;collab;1999
3317730;1068779;collab;2009
662803;1818317;collab;2007
2343319;2362971;collab;2007
5202685;604144;collab;2011
2462390;1628808;collab;1990
15534;494785;collab;1992
1493033;1463145;collab;2004
688801;2340538;collab;2011
1894512;3322859;collab;2000
1710746;840008;collab;2002
3530299;1695628;collab;2007
898125;59042;collab;2004
441490;5730;collab;2003
2114277;47686648;collab;2008
1155795;2494162;collab;2006
53607159;1404741;collab;1996
819325;403822;collab;2010
10572467;33342;collab;2002
2263719;602537;collab;2003
9432017;1819426;collab;2010
3661660;2514394;collab;2009
1467208;1464329;collab;2007
34063272;3079338;collab;2011
10879335;53416656;collab;2009
3365431;47491678;collab;1995
1500881;755515;collab;2006
524350;3365431;collab;1997
2343768;1536874;collab;2006
3629750;1837262;collab;2008
3544515;36495851;collab;2009
1001133;64290;collab;2006
1425548;53599180;collab;1999
3640973;2004084;collab;2009
2112284;1245783;collab;2011
337984;1894512;collab;2004
5819944;810133;collab;2010
3317401;299610;collab;2002
976195;3549917;collab;2008
34063315;341294;collab;2011
3308035;3317730;collab;2006
1370132;12444;collab;2006
976195;1109340;collab;2010
3835850;6126190;collab;2011
3498783;51670;collab;2009
1695628;3322859;collab;2003
501775;257916;collab;2004
15534;994018;collab;2002
92804;738673;collab;2005
18487991;755515;collab;2010
570735;379606;collab;2011
18531293;709853;collab;2011
819325;688801;collab;2009
2343319;361097;collab;2007
1548385;21818626;collab;1999
253283;53192;collab;2003
53554363;3334452;collab;2009
3318255;140972;collab;1999
58129;933536;collab;1999
1376160;573577;collab;2006
3619808;3496881;collab;2008
795368;160374;collab;1995
3629717;40419563;collab;2010
169069;457138;collab;2011
691155;7817502;collab;1995
2078186;2335802;collab;2002
408891;103922;collab;1989
791134;40419186;collab;2004
619732;1425548;collab;2006
7521;3635891;collab;2011
51239141;85018;collab;2011
84674;89935;collab;2000
1122086;210600;collab;2008
1053557;84674;collab;2003
1988266;1429782;collab;1984
3629717;817180;collab;2010
10902020;4689358;collab;2011
1114153;601959;collab;2003
24057189;1123088;collab;2010
3106274;553305;collab;2010
2167811;433468;collab;1998
56540832;37132697;collab;2001
102979;12143628;collab;2007
53698797;1628808;collab;1999
95516;1993470;collab;1996
2181032;244466;collab;2004
237689;1282989;collab;2000
1628808;946875;collab;2007
1990966;5839168;collab;2001
2338139;605146;collab;1988
3629687;880017;collab;2008
1722247;47707899;collab;1992
47350243;573577;collab;2006
10832690;489816;collab;2003
3576686;70423;collab;2010
1633442;181077;collab;1997
2324949;1265522;collab;2004
1598769;50412641;collab;1995
10497479;1628808;collab;1990
689320;149201;collab;2010
3550319;2545300;collab;2011
408389;10517494;collab;1999
47190129;1980991;collab;2003
3365265;47491678;collab;2000
1111513;795368;collab;2007
3316959;1456480;collab;2008
1425548;6829944;collab;2005
2914935;83891;collab;2008
286931;254604;collab;1989
3658744;1152168;collab;2009
54658051;12459928;collab;2006
84472;2054761;collab;2002
3629694;1079004;collab;2010
632599;3469669;collab;2008
616265;1577705;collab;2000
1819604;2100674;collab;2008
275506;736695;collab;1993
2539048;3629713;collab;2010
561063;1498760;collab;1985
624861;2338139;collab;2001
3494733;538228;collab;2010
2320964;954490;collab;2001
1771176;3629691;collab;2011
756948;15534;collab;2008
1461050;1943259;collab;2003
3365205;10832690;collab;2000
93400;3397492;collab;2011
5904093;2624870;collab;2009
1126212;1200530;collab;2011
21997;10832690;collab;2010
543701;3325592;collab;2000
3832261;2476051;collab;2009
140972;561063;collab;1997
55870604;1797716;collab;2002
3316959;53698797;collab;2008
12518928;1765874;collab;2004
3393270;18461058;collab;2006
29157558;2060748;collab;2011
10514273;2260734;collab;2007
3316959;1079004;collab;2008
2034264;48057366;collab;2008
386271;244466;collab;2004
3642258;2080261;collab;2008
10878479;601959;collab;2008
673325;12716274;collab;2004
1123088;3365400;collab;2006
1500881;45178;collab;2009
201219;3449684;collab;1981
1119998;971966;collab;2007
1771176;1276849;collab;2011
2078186;358294;collab;2002
85018;119279;collab;1991
991693;55932852;collab;2003
3439731;436647;collab;2009
403149;288054;collab;2002
594770;755515;collab;2002
3616636;3629713;collab;2009
53933045;50152667;collab;1984
498071;3067295;collab;2003
1887569;937815;collab;2008
1628808;3322859;collab;2002
353523;1310109;collab;2003
18031327;946875;collab;2008
3561475;294906;collab;2008
10223118;1894512;collab;2001
9668529;149201;collab;2011
2295139;630735;collab;2004
1022478;1780247;collab;2005
3635892;3616636;collab;2009
868730;134086;collab;2008
695126;33342;collab;2007
1200159;1128738;collab;1994
10832690;717601;collab;2000
3577492;764117;collab;2009
831237;12459928;collab;1985
2309290;1819604;collab;2010
104736;52276208;collab;1992
936378;53698797;collab;2011
169566;498250;collab;1999
1831234;2295139;collab;2003
3316959;571081;collab;2009
1123088;15534;collab;1996
3642249;7521;collab;2010
44685;413263;collab;2002
408891;181077;collab;1992
12518928;3629706;collab;2010
304424;10572467;collab;2008
3629694;379385;collab;2008
755515;2114277;collab;2010
18489316;810133;collab;2010
868730;1780247;collab;2004
509724;513051;collab;2007
1417835;359050;collab;2005
1155795;1792373;collab;2006
1231240;1208922;collab;2007
10515446;64290;collab;1981
3365224;303817;collab;1990
85018;48416589;collab;2011
731329;236731;collab;2008
2539048;17950542;collab;2010
1079366;53578978;collab;1992
734167;436647;collab;2009
9140986;3829656;collab;2011
1461050;1536874;collab;2003
3365388;409393;collab;1993
573119;571081;collab;1996
3629680;1819604;collab;2008
2374209;561063;collab;1996
2323706;889494;collab;1989
740299;49256218;collab;2011
1116459;1695628;collab;2004
123990;755586;collab;2008
2530441;1370132;collab;2008
224552;994018;collab;2002
2078186;502782;collab;2009
54651527;1780247;collab;2006
560420;957070;collab;2007
3462423;557751;collab;2005
9431926;1818317;collab;2010
47382659;662872;collab;1998
8017528;210600;collab;2010
12414989;42296873;collab;2003
1995279;359050;collab;2005
2229939;794527;collab;2003
651512;724623;collab;2010
3365339;10517405;collab;1985
1712121;137638;collab;2011
539230;2494162;collab;2007
386032;53761504;collab;2006
3576686;1399202;collab;2010
520351;2930761;collab;2004
601959;1819604;collab;2009
40421116;229417;collab;1996
440741;452730;collab;2011
3317401;1417835;collab;2002
61801;47654842;collab;1994
53519280;3823274;collab;2001
53370111;4115898;collab;2008
7521;3549946;collab;2009
132076;3322859;collab;2003
545624;2114277;collab;2002
169069;3439731;collab;2009
53591624;169069;collab;2011
54318096;135668;collab;2011
1765874;95516;collab;1998
3106274;563443;collab;2011
40420210;103922;collab;1993
975664;1577705;collab;2008
2810717;3505221;collab;2009
662803;1359568;collab;2000
688801;53510019;collab;2007
1695628;47201068;collab;2000
3319495;1266473;collab;2007
145518;2798309;collab;2008
53159713;51172817;collab;2000
54977451;97170;collab;2001
463075;1225906;collab;2005
1536874;1065668;collab;1995
825506;309353;collab;1982
6090;47672479;collab;2007
1695628;794527;collab;2003
3832275;3563293;collab;2009
1976061;1628808;collab;2000
1520745;3559730;collab;2010
691155;1772051;collab;1996
3619806;2343319;collab;2009
2133806;743829;collab;2009
3564951;417545;collab;2008
386672;16649;collab;2005
808963;1922927;collab;2002
18031327;1684895;collab;2008
1536123;1231240;collab;2010
40422588;2421538;collab;1988
3365278;540880;collab;1998
831237;52678200;collab;1992
219374;1771176;collab;2011
54515590;1140946;collab;2011
1644999;1695628;collab;2001
384014;1434215;collab;2007
93400;1263702;collab;2011
46004;1363826;collab;2007
56623483;1455907;collab;1976
1119998;708524;collab;2007
817180;2340538;collab;2011
1315774;17927374;collab;2006
616265;933536;collab;2005
976195;192481;collab;2010
3493400;1769228;collab;2008
20544;601959;collab;2010
740002;3308035;collab;2007
2975450;1034757;collab;2007
385346;1993470;collab;2003
1357357;1494848;collab;1998
2476051;2295139;collab;2008
764117;2798309;collab;2005
3365360;508274;collab;1994
3629697;811813;collab;2010
2295139;623445;collab;2000
2325655;438432;collab;1996
1221252;509724;collab;2001
1361575;3549946;collab;2011
1123088;431388;collab;2000
36706183;53698797;collab;2011
53637959;130320;collab;2002
585496;441490;collab;2003
1963538;1232150;collab;2000
19525;2263719;collab;2005
1772051;1461050;collab;1989
967515;40419564;collab;2004
1370029;1263828;collab;2010
522060;1548517;collab;1991
522060;1461050;collab;1991
17897922;628230;collab;1998
2149865;65290;collab;2011
47638175;93428;collab;2002
42225914;64290;collab;2009
1520745;10490302;collab;2004
1577705;1995279;collab;2001
3365400;929601;collab;2002
153119;64290;collab;1997
8017531;921043;collab;2010
1108299;61801;collab;1995
3485100;1819604;collab;2010
318320;347041;collab;2001
994018;1602571;collab;1990
672669;145518;collab;2010
180240;237813;collab;2004
1831234;10883801;collab;2003
2004084;54170929;collab;2005
1390557;1017214;collab;2000
1536123;2181032;collab;2009
3546571;63698;collab;2010
1370132;40422604;collab;2008
3530299;1079004;collab;2007
2323706;85038;collab;1989
58129;10517494;collab;1999
1633442;994018;collab;1994
1000284;1488310;collab;1997
2734538;1333710;collab;2004
237743;1780247;collab;2004
1608014;851440;collab;2003
23380572;53698797;collab;2010
92804;402341;collab;2003
651512;1399202;collab;2009
3322859;1109340;collab;2007
3365406;1109340;collab;2003
625296;755515;collab;2000
1379905;257916;collab;2000
