source;target;layer
2162908;781239;collab
602537;708524;collab
1818317;994018;collab
1644999;1542517;collab
1327835;1722247;collab
54170929;1498760;collab
1243408;2295139;collab
299610;1497543;collab
689120;1687644;collab
1111513;2616261;collab
1126212;6829944;collab
819325;755515;collab
1409807;53890749;collab
3832286;545451;collab
287967;314363;collab
134086;2229939;collab
1963538;1291393;collab
403149;47496497;collab
3564951;1500881;collab
738673;52290693;collab
169566;1200530;collab
1772051;181077;collab
2157826;50412641;collab
56648954;616265;collab
1710746;1200159;collab
34063282;6923352;collab
3549945;3365188;collab
557751;2164557;collab
1329528;1014928;collab
1327185;2034264;collab
181077;1780247;collab
2313275;53698797;collab
436647;1399202;collab
2456978;308577;collab
1536874;662803;collab
21997;1628808;collab
520332;305047;collab
442978;560420;collab
520351;616265;collab
448985;1031845;collab
29163433;1142659;collab
3823153;305047;collab
688801;1765874;collab
2917734;50742233;collab
53554938;169069;collab
1334335;53192;collab
1554243;2164557;collab
1300640;64290;collab
42175;1573733;collab
853868;3325592;collab
3315045;385346;collab
88451;1693600;collab
3645659;149201;collab
93660;115555;collab
1505638;494965;collab
18960884;152072;collab
3292829;3316164;collab
10879335;817180;collab
1208922;2167811;collab
537351;1109340;collab
9432009;1199134;collab
2530405;994018;collab
259224;1990966;collab
53781155;1628808;collab
123245;52554122;collab
3616636;2004084;collab
755515;1142659;collab
831237;1379912;collab
3642481;1140946;collab
390305;56540832;collab
70423;1399202;collab
738673;1086894;collab
53307089;1456480;collab
47415191;1014928;collab
756948;42296873;collab
3609934;1464329;collab
3564951;406614;collab
851440;1108299;collab
5031278;406614;collab
1667844;40419563;collab
666211;393752;collab
1551043;3530351;collab
1121404;1116167;collab
220129;867633;collab
3365431;3079338;collab
53637959;994018;collab
253731;1780247;collab
92804;738673;collab
3315271;1527651;collab
149201;22939480;collab
438079;1770271;collab
52858667;1781284;collab
3832288;3635891;collab
97233;976195;collab
2975450;3407351;collab
9668529;2437370;collab
1781284;1014975;collab
438079;1695628;collab
565576;1618625;collab
981847;860414;collab
724810;1837262;collab
757952;954490;collab
53498645;83891;collab
1140946;1816816;collab
3331222;431388;collab
3462403;2229939;collab
3629706;602265;collab
1409807;17897922;collab
1004199;51463329;collab
828791;53371505;collab
340666;177276;collab
1116167;795368;collab
6090;1183160;collab
9106753;10519177;collab
502845;1959814;collab
1732789;3365218;collab
402341;740002;collab
84674;1993470;collab
2924426;237904;collab
619732;6829944;collab
96914;625296;collab
795368;160374;collab
403822;585496;collab
793899;3079338;collab
937815;1456480;collab
1536874;145518;collab
3350659;283361;collab
180240;893694;collab
1299096;40422568;collab
1695830;851440;collab
3549915;2038381;collab
566838;1126212;collab
53137515;55726596;collab
4212278;981847;collab
578063;1191293;collab
1058778;348338;collab
2415794;1780247;collab
2229939;53786510;collab
53053318;2945658;collab
1577705;40419563;collab
586915;1819604;collab
3629681;810078;collab
1155795;527346;collab
47415191;1199500;collab
1429721;724623;collab
2175710;757952;collab
3025603;40419563;collab
188847;1353615;collab
1004199;1818317;collab
134086;448985;collab
1431306;27742;collab
67458;49939857;collab
3561475;991049;collab
3629705;783956;collab
1329528;10514273;collab
379606;2421538;collab
180240;1368326;collab
1373751;1765874;collab
3641050;2023353;collab
3315045;2389295;collab
3629700;92955;collab
1903859;417545;collab
9432077;494965;collab
2470055;380710;collab
69050;1291393;collab
52869068;2367060;collab
1995279;2975450;collab
1954738;1374045;collab
731329;2667717;collab
198605;347619;collab
1784695;229270;collab
3493400;2126906;collab
3559730;1200530;collab
1417835;370814;collab
50239183;196752;collab
11017225;494965;collab
687366;3577493;collab
3577492;676309;collab
181077;561596;collab
3317727;1737218;collab
3549936;3341885;collab
1417835;53635770;collab
3616636;3629713;collab
53307089;145585;collab
177276;47762628;collab
1128738;1221423;collab
3335676;237904;collab
40422591;53038779;collab
19202;134086;collab
893694;1695628;collab
991693;78072;collab
3506944;2798309;collab
3539699;3365406;collab
2004084;608369;collab
1995279;630735;collab
2041910;426596;collab
1456480;224552;collab
1128738;54181634;collab
40422604;731329;collab
570735;2164557;collab
903828;2476051;collab
50318183;3365365;collab
177238;30666;collab
12518928;3629706;collab
53607159;53500288;collab
1200530;53786510;collab
3526901;937815;collab
1345194;64290;collab
47647460;130320;collab
22304884;994018;collab
817180;1819604;collab
3582129;10832690;collab
3571609;3462409;collab
681419;53607159;collab
12414989;409393;collab
868128;10832690;collab
51265304;42138;collab
3461811;991693;collab
78072;524648;collab
10832690;1536874;collab
709570;1542517;collab
214620;53698797;collab
53483946;991039;collab
12871;47639686;collab
56828080;2702206;collab
898125;1434836;collab
1980991;54891470;collab
3505222;49740233;collab
2914628;145585;collab
1769228;1000284;collab
46356;2667717;collab
3325592;10832690;collab
1769228;711568;collab
414659;316437;collab
3582129;3832261;collab
632599;840008;collab
3317593;18263368;collab
2462390;53159713;collab
1536874;295017;collab
56740859;1780247;collab
445271;390956;collab
253283;688801;collab
48603799;1200530;collab
154743;1434836;collab
1536874;795368;collab
205010;56637716;collab
3629706;47527854;collab
10521580;54170929;collab
1710871;1780247;collab
459290;604144;collab
1500881;954490;collab
26112;1959814;collab
1990966;410331;collab
522060;1628808;collab
220129;50412641;collab
1219483;10890905;collab
3627854;3106274;collab
304424;80674;collab
1970849;494965;collab
3642249;812183;collab
7521;1236476;collab
40421427;1461050;collab
3983755;819325;collab
1126212;368747;collab
1417835;630735;collab
976195;33342;collab
552;114000;collab
817180;1142659;collab
1434215;194796;collab
1361575;406614;collab
540819;605146;collab
154743;2616261;collab
811813;379385;collab
7521;251545;collab
167442;417545;collab
359050;731329;collab
3507709;3377753;collab
3377753;54181634;collab
1706932;10498782;collab
47366079;3299730;collab
3566350;3616643;collab
52626685;1497543;collab
1126212;1570792;collab
3635706;51279416;collab
3629717;180240;collab
2518238;485160;collab
3352272;676309;collab
221066;795368;collab
795368;1065668;collab
341294;1628664;collab
1843723;393752;collab
50818823;602537;collab
152352;9137032;collab
3832286;1392090;collab
724810;3618381;collab
1695628;9095805;collab
1126212;838147;collab
3313779;438079;collab
1429721;54241689;collab
1123088;1628808;collab
595872;20544;collab
17957889;9180183;collab
53698073;12832827;collab
1633442;181077;collab
1765874;1200530;collab
1769228;64290;collab
1128738;2041910;collab
1520745;9118711;collab
50230;315269;collab
3560784;1111513;collab
21722263;6923352;collab
1208922;146552;collab
489816;790244;collab
6117682;2295139;collab
53637959;662872;collab
3607548;812183;collab
851231;3461840;collab
3316959;616265;collab
2157826;628230;collab
52799925;21754404;collab
54318096;284269;collab
337457;3439731;collab
7396712;494965;collab
1464329;18109725;collab
3549924;1147403;collab
12459924;840035;collab
3315344;257916;collab
160374;251545;collab
683706;413714;collab
50373782;149997;collab
312700;201219;collab
40422598;854124;collab
994018;1266473;collab
3635892;1356251;collab
1644999;384014;collab
145518;921043;collab
2149865;18206946;collab
127219;1034757;collab
9126447;795368;collab
1710746;1123207;collab
1310109;48057366;collab
259224;3365234;collab
2389295;1993470;collab
3835850;3583387;collab
489006;10552765;collab
2314808;454803;collab
3462407;53635840;collab
3609934;196752;collab
483555;119279;collab
1444062;2282500;collab
1955606;1993470;collab
1200530;54170929;collab
994018;3348378;collab
44685;673325;collab
1048079;1148867;collab
2539048;20544;collab
540880;1633442;collab
773154;53786510;collab
936807;305047;collab
441490;3349395;collab
558324;10498782;collab
991693;933536;collab
1327835;2421538;collab
2122309;49616731;collab
660171;3313119;collab
51219766;52650794;collab
954490;790244;collab
834228;403145;collab
1769228;21872998;collab
21997;981847;collab
2414154;1562235;collab
698871;12518928;collab
10220044;2263719;collab
93400;566838;collab
599167;359050;collab
1054731;1095257;collab
10521580;50412641;collab
198713;10832690;collab
50318183;561596;collab
4689358;971966;collab
78072;463242;collab
1875230;1109340;collab
48636717;1695628;collab
12518928;2624870;collab
1995279;50412641;collab
417545;954490;collab
825506;48496069;collab
3265440;2144920;collab
218840;436123;collab
386672;1515196;collab
2320964;413263;collab
976195;6923352;collab
3101381;50535294;collab
1963538;120308;collab
1425548;1126212;collab
688801;2437370;collab
1780247;53786510;collab
524350;483555;collab
698871;1765874;collab
154743;489816;collab
53053318;1536874;collab
312700;1536874;collab
2945658;545624;collab
299610;51352151;collab
998208;431388;collab
3442398;711568;collab
10878479;549565;collab
522060;651228;collab
6892255;2004084;collab
358294;2017504;collab
9149894;907457;collab
1200530;312546;collab
9131967;483299;collab
169823;1200530;collab
1095257;954490;collab
2992739;2023353;collab
155175;54192070;collab
3365406;1765874;collab
3299730;695562;collab
3365307;508274;collab
53607159;53500288;collab
1533004;1191293;collab
56555641;52276208;collab
446203;50677792;collab
1191599;64290;collab
51179099;53439686;collab
2665621;2295139;collab
4336837;494965;collab
3559730;740002;collab
537351;976195;collab
1185229;48057366;collab
3826657;3549946;collab
17897922;299610;collab
169069;229417;collab
1119998;149201;collab
558324;3330274;collab
2437370;3556509;collab
7521;625296;collab
52475904;114000;collab
662803;601959;collab
2263719;1363826;collab
3075720;441589;collab
3454747;40422592;collab
3550792;60393;collab
235376;379606;collab
2798309;20544;collab
52560;390956;collab
20544;37126291;collab
3501312;265163;collab
1333303;1493033;collab
34061757;817180;collab
1357196;305065;collab
134086;937815;collab
36021;18461058;collab
3860428;3314819;collab
1351972;379385;collab
2702206;1456480;collab
3576686;676309;collab
4774097;553284;collab
219374;937815;collab
454803;6727;collab
489816;181077;collab
34063316;1034757;collab
738673;390956;collab
3616121;3629713;collab
10890905;445271;collab
695126;18109725;collab
1577705;17902638;collab
1852445;2616261;collab
17626;80674;collab
372568;1000284;collab
3355369;386032;collab
1548517;18557017;collab
1219483;1780247;collab
1818317;257916;collab
795368;1265522;collab
438079;794527;collab
3462402;1068779;collab
27742;9231692;collab
994018;22939480;collab
5925288;53094898;collab
1488310;1123088;collab
1710746;9095805;collab
275568;53633506;collab
52816203;3365190;collab
3564951;625296;collab
651228;2181032;collab
390017;52276208;collab
42296873;662872;collab
620116;53701909;collab
3629727;54557867;collab
169069;403822;collab
783089;1402107;collab
53402331;1488310;collab
3122979;18633234;collab
502782;2624870;collab
1752465;947248;collab
57153;51463329;collab
602265;630735;collab
3635892;688801;collab
695126;560420;collab
10542538;51283026;collab
383204;42211270;collab
651512;257916;collab
494965;1399202;collab
527592;1200159;collab
3588144;42210600;collab
3641050;3377753;collab
738673;1536874;collab
1140946;80674;collab
169069;337457;collab
10490302;50412641;collab
3316959;1200530;collab
616265;127219;collab
1911914;42210600;collab
1225906;2164557;collab
1818317;92007;collab
875189;673325;collab
3505241;53307089;collab
630735;17902638;collab
1963538;18046451;collab
1123088;47639686;collab
4040114;3629694;collab
10515446;47652218;collab
773154;436647;collab
791134;3690454;collab
3320034;1536874;collab
337457;1819604;collab
42296873;728755;collab
9140986;1628664;collab
53591624;441589;collab
489006;56623483;collab
1095257;755515;collab
2241634;688801;collab
651512;1236476;collab
1790318;1399202;collab
728755;994018;collab
2241634;561596;collab
616265;1034757;collab
229270;3365188;collab
198713;21997;collab
1108242;1208922;collab
421979;61801;collab
3316959;1536874;collab
957070;487100;collab
2034264;181077;collab
253731;561596;collab
623711;3350496;collab
3635891;2343319;collab
1973531;1695628;collab
229553;1894512;collab
52678200;53811374;collab
3214320;1780247;collab
21997;651512;collab
2052495;588349;collab
1351972;70423;collab
46356;56623483;collab
1815433;5730;collab
2078186;6831619;collab
1993470;548714;collab
56740859;1710871;collab
3442398;1628808;collab
1417835;1577705;collab
417545;84674;collab
4964178;936807;collab
1315774;724623;collab
1176051;1536874;collab
2295139;3313407;collab
524350;3079338;collab
70423;2033428;collab
903504;1894512;collab
1991506;47491678;collab
9402510;21029;collab
34061757;21997;collab
149201;1142659;collab
45909;10517391;collab
19202;1993470;collab
47627502;2708499;collab
57153;229270;collab
2666630;43396392;collab
237813;9095805;collab
3122979;1721354;collab
1358916;494965;collab
110282;222432;collab
47271543;408389;collab
1044933;994018;collab
10707577;2126906;collab
3983755;1123088;collab
47647460;57153;collab
259224;3365190;collab
603879;488297;collab
12518928;976195;collab
52650794;53439686;collab
662803;1695628;collab
584277;10517564;collab
5802966;43396392;collab
18109727;936807;collab
5031278;466115;collab
459290;26112;collab
51598084;602265;collab
897199;795368;collab
3365204;51386302;collab
84674;417545;collab
1695628;1959814;collab
50897485;811813;collab
1818317;1300174;collab
1536123;2097593;collab
9422356;651228;collab
3635891;494965;collab
3823274;1894512;collab
3832258;196752;collab
9131967;10569932;collab
1925409;1263828;collab
2924426;1370132;collab
34063336;738673;collab
817180;21997;collab
98177;31180;collab
377690;1034757;collab
603879;1054280;collab
1054731;43950532;collab
3201636;232330;collab
408891;1017214;collab
991049;632599;collab
17937210;1669835;collab
47593436;54201790;collab
56882784;1976075;collab
61801;189921;collab
17876629;3439731;collab
3629732;1123088;collab
601959;64290;collab
1370132;1730113;collab
3365435;53386702;collab
34063317;3564951;collab
3571616;1765874;collab
3616636;3571616;collab
591299;2033428;collab
757952;84674;collab
50293022;566838;collab
1357196;424118;collab
3365339;9116441;collab
1750191;40422591;collab
4060634;42189162;collab
1536874;70423;collab
3832286;898125;collab
